,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Compound,Positive,Negative,Neutral
37,Very much looking forward to talking about ENDELL STREET - Radio 4 BOOK OF THE WEEK - this Wednesday at 5.30pm for ,False,1,,2020-06-01 15:25:56,True,,1267477487304540160,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wendymoore99,0,False,False,,,0.0,0.0,0.0,1.0
38,If you missed the first episode of ENDELL STREET as Book of the Week on Radio 4 from today you can catch up here ,False,7,,2020-06-01 13:18:10,True,,1267445333392601088,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wendymoore99,7,False,False,,,-0.296,0.0,0.087,0.913
39,   Wonderful film! Highly recommended.,False,2,Digidrama,2020-06-01 09:02:35,False,1.2673792973307535e+18,1267381015204507648,1377559052.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,0,False,False,,,0.7257,0.753,0.0,0.247
40, Great to hear Endell Street by  on  Congratulations! Watch our award winning film about the hospital,False,0,,2020-06-01 09:02:13,False,,1267380922967564289,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,4,True,False,,,0.945,0.559,0.0,0.441
41,  Dilemma! Just started reading it for myself...looking forward to hearing you talk about it for ,False,0,,2020-06-01 08:33:24,False,,1267373669921312769,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wendymoore99,1,True,False,,,-0.2481,0.0,0.125,0.875
42," <U+0001F4FB>Tune in at 09.45 +  for ep 1 of 's fantastic 'Endell Street', Book of the Week  on t",False,0,,2020-06-01 08:28:19,False,,1267372391610662920,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,12,True,False,,,0.5574,0.167,0.0,0.833
43, On Radio 4 today at 9.45 am. The women who ran a WW1 military hospital.  ,False,0,,2020-06-01 07:34:02,False,,1267358729646886913,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,5,True,False,,,0.0,0.0,0.0,1.0
44," I am honored to publish Ep25 of   where I talk to  about her book No Mans Land, the story of",False,0,,2020-06-01 07:30:18,False,,1267357791460655104,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,5,True,False,,,0.3818,0.158,0.092,0.75
45," Also available with Spanish subtitles on YouTube (see attached link). A powerful story, courageous women, and a book beauti",False,0,,2020-06-01 07:29:54,False,,1267357690008920064,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,2,True,False,,,0.7351,0.267,0.0,0.733
46,  Thank you!,False,1,geri7572,2020-06-01 07:29:33,False,1.267347994451628e+18,1267357603258077185,1.163538402991575e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,0,False,False,,,0.4199,0.736,0.0,0.264
47," Just finished this brilliant book,  thank you! These admirable women, their skill, kindness, determination -so p",False,0,,2020-06-01 07:29:26,False,,1267357575374397441,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.9485,0.601,0.0,0.399
48," #EndellStreet by  is this week's  Book of the Week! Before the first installment at 9.45am, read",False,0,,2020-06-01 07:29:15,False,,1267357525202153472,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,2,True,False,,,0.0,0.0,0.0,1.0
49,On Radio 4 today at 9.45 am. The women who ran a WW1 military hospital.  ,False,14,,2020-06-01 07:28:08,False,,1267357246243176448,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,5,False,False,,,0.0,0.0,0.0,1.0
50,"  Well done - what a good spot, just before WH!",False,0,,2020-05-31 21:48:42,False,,1267211427313573888,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.6476,0.398,0.0,0.602
51, That's very sad Amit. Sorry people are so irresponsible.,False,0,BlindDad_Uk,2020-05-31 21:48:12,False,1.267047289631191e+18,1267211300804931590,9.333535433308815e+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,0,False,False,,,-0.827,0.0,0.592,0.408
52, Wedlock is certainly a remarkable story.,False,0,WaiteEhw,2020-05-31 20:17:15,False,1.2671555458379284e+18,1267188414878830593,2897000996.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,0,False,False,,,0.7184,0.6,0.0,0.4
53,  I went for Wedlock. Gripped! Endell Street on its way to my nephew.,False,0,,2020-05-31 20:16:53,False,,1267188320058191878,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.0,0.0,0.0,1.0
54, Exciting to see that   Endell Street is book of week  At last the story of two amazing women in,False,0,,2020-05-31 20:16:48,False,,1267188298960830464,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,4,True,False,,,0.7906,0.292,0.0,0.708
55," Look what Endell Street started -  ...which one first? Decisions, decisions ",False,0,,2020-05-31 17:38:55,False,,1267148567094931456,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.0,0.0,0.0,1.0
56, This was a very strong contender for a book club read. Im sure lots of History teachers will want to catch this. #htbc,False,0,,2020-05-31 17:38:49,False,,1267148543665594370,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.7889,0.321,0.0,0.679
57, This is on my to read list so a great opportunity for a preview.   ,False,0,,2020-05-31 17:38:34,False,,1267148478549053441,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.8147,0.383,0.0,0.617
58,  Fantastic!!,False,0,,2020-05-31 17:38:28,False,,1267148454561812480,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.6351,1.0,0.0,0.0
59, Highly recommended!,False,0,,2020-05-31 17:38:24,False,,1267148436723445763,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.3367,0.705,0.0,0.295
60," I'll be listening to Wendy Moore's superb Endell Street, Book of the Week on  all this week",False,0,,2020-05-31 17:38:18,False,,1267148412480356353,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,4,True,False,,,0.6249,0.204,0.0,0.796
61, A rare treat for lockdown lugs!      ,False,0,,2020-05-31 17:38:08,False,,1267148370554040320,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.4574,0.374,0.0,0.626
62, Elles ont commencé a Paris (Hôtel Claridge)..... puis Londres. Femmes formidables!   ,False,0,,2020-05-31 17:38:04,False,,1267148352094863367,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,2,True,False,,,0.0,0.0,0.0,1.0
63,Just in case you've got a spare 15 minutes tomorrow morning... Every day this week. ,False,18,,2020-05-31 11:01:32,False,,1267048561126105088,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,4,False,False,,,0.0,0.0,0.0,1.0
64,  Thinking of you Lindsey. Be kind to yourself. And don't worry about the deadlines - th ,False,1,DrLindseyFitz,2020-05-31 10:59:30,True,1.2667157861792072e+18,1267048051807567872,229509740.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,0,False,False,,,0.7009,0.293,0.0,0.707
65, I'm very flattered!,False,0,WaiteEhw,2020-05-31 10:57:18,False,1.2670415965764977e+18,1267047496263569410,2897000996.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,0,False,False,,,0.4914,0.614,0.0,0.386
66,"    With pleasure, you have a lot of followers.",False,0,,2020-05-30 19:37:29,False,,1266816017692610560,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.5719,0.346,0.0,0.654
67,   Thank you for your support! Must call in and sign some when you reopen.,False,1,NewhamBookshop,2020-05-30 15:50:18,False,1.2667552576793846e+18,1266758846128758784,299231577.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,0,False,False,,,0.6696,0.314,0.0,0.686
68,"    Endell Street has been a best selling book for us, we have copies ",False,0,,2020-05-30 15:49:45,False,,1266758704717869057,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.6369,0.259,0.0,0.741
69,"   Thanks, she was a very strong character. Light keeper in more ways than one as the candles came ou",False,0,,2020-05-30 15:12:48,False,,1266749409326518272,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.7574,0.276,0.0,0.724
70, Wendy Moore's excellent book about the London military hospital 'manned by women' throughout WW1 is Book of the Week on,False,0,,2020-05-30 13:12:52,False,,1266719223474249728,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.5719,0.163,0.0,0.837
71,  That's quite amazing. But then no reason why she shouldn't have been an excellent electrician apart from prejudice.,False,1,ElSkidders,2020-05-30 13:12:44,False,1.2666998530417132e+18,1266719193350778881,2970393801.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,0,False,False,,,0.0891,0.263,0.251,0.485
72, A real treat for lockdown lugs. It's brilliant!      ,False,0,,2020-05-30 11:15:24,False,,1266689665005912064,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,2,True,False,,,0.7777,0.531,0.0,0.469
73, don't forget starting on Monday on   new book #EndellStreet,False,0,,2020-05-29 18:36:27,False,,1266438268721205248,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.1695,0.172,0.0,0.828
74, Episode 1 of my new book ENDELL STREET begins on  as Book of the Week on Monday. A Parisian Beginning. Continue,False,0,,2020-05-29 16:08:41,False,,1266401083938811906,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,14,True,False,,,0.0,0.0,0.0,1.0
75,Episode 1 of my new book ENDELL STREET begins on  as Book of the Week on Monday. A Parisian Beginning. Co ,False,29,,2020-05-29 15:31:28,True,,1266391719463071750,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wendymoore99,14,False,False,,,0.0,0.0,0.0,1.0
76,  That sounds very daring!,False,0,Anatomicalcat,2020-05-29 15:28:31,False,1.2663785125642813e+18,1266390973409644544,9.507089531424973e+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wendymoore99,0,False,False,,,0.474,0.507,0.0,0.493
77, Acquired s new book today via the safety table at .  Very much looking forward to reading,False,0,,2020-05-29 15:28:19,False,,1266390924244004866,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wendymoore99,2,True,False,,,0.4215,0.149,0.0,0.851
78, Watching  and understanding why #clivemyrie is getting so much praise. Superb reportage with none of the showboat,False,0,,2020-05-29 08:03:36,False,,1266279008762646532,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,2,True,False,,,0.8497,0.355,0.0,0.645
79, Looks intriguing. Tell more...,False,0,LydiaSyson,2020-05-28 21:31:58,False,1.2659482243990405e+18,1266120053520465920,426124263.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,0,False,False,,,0.0,0.0,0.0,1.0
80, Very excited to be doing this. 3pm Saturday 30 May. Watch with a cup of Indian tea!   ,False,0,,2020-05-28 21:31:08,False,,1266119844270931973,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,15,True,False,,,0.4561,0.157,0.0,0.843
81,    we've booked! We so far know of at least 3 #WWI #Surrey VAD nurses who worked  Endell Stre,False,0,,2020-05-28 18:48:53,False,,1266079009823219714,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.0,0.0,0.0,1.0
82," Simply outstanding Eric. Your son  is preternaturally insightful and articulate, but you know that. Zev",False,0,,2020-05-28 13:49:15,False,,1266003603891896321,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wendymoore99,1,True,False,,,0.3612,0.152,0.0,0.848
83, Author  celebrates the suffragette doctors who fought against inequality on the home front - and won. ,False,0,,2020-05-28 13:48:41,False,,1266003463911149570,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wendymoore99,3,True,False,,,0.7269,0.326,0.101,0.573
84,  And it's Book of the Week on Radio 4 from Monday 1 - 5 June. Tune in 10.45 am!,False,2,RolyBolyAlice,2020-05-28 13:48:37,False,1.2659406139643658e+18,1266003444827066368,47073318.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wendymoore99,1,False,False,,,0.0,0.0,0.0,1.0
85,     Will it be on BBC Sounds afterwards do you know?,False,0,,2020-05-28 13:47:27,False,,1266003151997546496,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wendymoore99,1,True,False,,,0.0,0.0,0.0,1.0
86,    Yes it should be!,False,0,TheaAPope,2020-05-28 13:47:22,False,1.2659930842083205e+18,1266003130258460672,930220022.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wendymoore99,0,False,False,,,0.4574,0.499,0.0,0.501
87," BBC Newsnight did not meet BBC impartiality standards with Emily Maitlis monologue about Dominic Cummings, the broadcaster",False,0,,2020-05-28 09:00:54,False,,1265931041920991233,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wendymoore99,432,True,False,,,0.0,0.0,0.0,1.0
88,"Thought Emily Maitlis was brilliant in her summary of the Cummings row. It was completely accurate, honest and totally refreshing.",False,8,,2020-05-28 09:00:40,False,,1265930982152167424,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wendymoore99,0,False,False,,,0.8115,0.291,0.0,0.709
89," The joys of delayed post (1) - beautiful Polish editions just in of Wendy Moores THE KNIFE MAN, just published by Zna",False,0,,2020-05-28 08:58:52,False,,1265930528068337664,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wendymoore99,1,True,False,,,0.7351,0.254,0.068,0.679
90,  Can't wait to get my hands on this - new Polish edition of my first book The Knif ,False,0,Walsh_e_Patrick,2020-05-28 08:58:39,True,1.2659145970784543e+18,1265930474586804224,7.446070530339308e+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",wendymoore99,0,False,False,,,0.0,0.0,0.0,1.0
91," If you're a writer and have been financially affected by the current pandemic, you can still apply for the  Eme",False,0,,2020-05-27 18:56:01,False,,1265718416943517696,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,25,True,False,,,-0.1531,0.0,0.078,0.922
92,   Do. Its a great read.,False,0,,2020-05-27 18:54:52,False,,1265718126848679938,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.6249,0.506,0.0,0.494
93,"   Oh that is such a good book. Its at least 15 years since I last read it - time to revisit, I thi",False,0,,2020-05-27 18:54:50,False,,1265718118481043456,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.4404,0.116,0.0,0.884
94,   That looks just up my street.,False,0,,2020-05-27 18:54:42,False,,1265718086742745088,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,1,True,False,,,0.0,0.0,0.0,1.0
95,Almost as battered as mine  ,False,6,,2020-05-27 18:53:58,False,,1265717903720136704,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,0,False,False,,,0.0,0.0,0.0,1.0
96," Just finished this by  Yes, look how battered it is but Ive carried it everywhere with me over the last few",False,0,,2020-05-27 18:52:01,False,,1265717410725793792,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wendymoore99,3,True,False,,,0.2144,0.085,0.0,0.915
