,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Compound,Positive,Negative,Neutral
10, <U+2764><U+FE0F>,False,2,simiorz,2020-06-03 00:21:00,False,1.2679344774116393e+18,1267974529340649472,248761028.0,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,0,False,False,,,0.0,0.0,0.0,1.0
11,"At this time, we will be using our platform to amplify voices from the Black and African American community at Micr ",False,4210,,2020-06-02 23:45:01,True,,1267965473263673346,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,839,False,False,,,0.0,0.0,0.0,1.0
12, <U+2764><U+FE0F>,False,0,CodeSerendipity,2020-06-02 23:27:52,False,1.2678780159141642e+18,1267961158558011394,4796654122.0,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,0,False,False,,,0.0,0.0,0.0,1.0
13,"At this time, we will be using our platform to amplify voices from the Black and African American community at Micr ",False,3707,,2020-06-02 20:30:05,True,,1267916418667945989,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,760,False,False,,,0.0,0.0,0.0,1.0
14,  <U+2764><U+FE0F>,False,27,jfate777,2020-06-02 17:46:20,False,1.2678642611009987e+18,1267875209048027137,2286027342.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,0,False,False,,,0.0,0.0,0.0,1.0
15, <U+2764><U+FE0F>,False,1,SpartanD27,2020-06-02 17:45:57,False,1.267863105129898e+18,1267875112763547648,1.2049597790279025e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,0,False,False,,,0.0,0.0,0.0,1.0
16,"  We will not tolerate hate speech or abusive comments. Your tweet has been reported and hidden, and ",False,51,Myffi_,2020-06-02 17:45:13,True,1.267858921085186e+18,1267874929854144512,3108617883.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,2,False,False,,,-0.2964,0.135,0.189,0.676
17,"At this time, we will be using our platform to amplify voices from the Black and African American community at Micr ",False,5159,,2020-06-02 15:15:00,True,,1267837126881808388,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,1248,False,False,,,0.0,0.0,0.0,1.0
18,"#NewProfilePic Today, we will continue to uplift voices from the Black and African American community at Microsoft.",False,3098,,2020-06-02 15:00:28,False,,1267833466688659456,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,371,False,False,,,0.0,0.0,0.0,1.0
19,"At this time, we will be using our platform to amplify voices from the Black and African American community at Micr ",False,3634,,2020-06-01 22:15:00,True,,1267580435313446918,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,913,False,False,,,0.0,0.0,0.0,1.0
20, We will not tolerate hate speech or abusive comments. Your tweet will be reported and your account blocked.,False,17,NLDx,2020-06-01 20:35:25,False,1.2675427201192796e+18,1267555373155708928,302553296.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,1,False,False,,,-0.5109,0.123,0.259,0.617
21,"  We thought so, too.",False,14,thatdavekguy,2020-06-01 20:33:06,False,1.2675402982903808e+18,1267554788662636544,7.783140073882583e+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,0,False,False,,,0.0,0.0,0.0,1.0
22,"At this time, we will be using our platform to amplify voices from the Black and African American community at Micr ",False,6631,,2020-06-01 19:30:00,True,,1267538911888367618,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,1501,False,False,,,0.0,0.0,0.0,1.0
23,"At this time, we will be using our platform to amplify voices from the Black and African American community at Micr ",False,9195,,2020-06-01 16:23:18,True,,1267491927110438912,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,2369,False,False,,,0.0,0.0,0.0,1.0
24,"More from CEO  on empathy, compassion, and the need to drive change:  ",False,2080,,2020-05-30 18:41:27,False,,1266801914823360512,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,587,False,False,,,0.4588,0.214,0.0,0.786
25,"Tomorrow, tune in as  athletes come together virtually <U+0001F3AE> to show that the power of inclusion and co ",False,273,,2020-05-29 23:00:28,True,,1266504713924681738,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,64,False,False,,,0.0,0.0,0.0,1.0
26, <U+0001F602>,False,3,safeasfuck,2020-05-28 23:42:33,False,1.265647926921048e+18,1266152914306977795,2883471.0,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,1,False,False,,,0.0,0.0,0.0,1.0
27," Recent tragedies impacting the black community are powerful reminders that we need real change. As a company, were focused on",False,0,,2020-05-28 23:33:56,False,,1266150746166366209,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,128,True,False,,,0.3612,0.213,0.115,0.672
28, <U+0001F451><U+0001F451>,False,2,StraightBatPR,2020-05-28 23:20:56,False,1.266120343942566e+18,1266147475947229184,573023111.0,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,0,False,False,,,0.0,0.0,0.0,1.0
29,"Thousands of games ready at launch. <U+0001F3AE><U+0001F440>

Xbox Series X: the most powerful and compatible console we've ever created. ",False,961,,2020-05-28 23:00:00,True,,1266142207557480451,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,148,False,False,,,0.7645,0.322,0.0,0.678
30, The language of ~meme~.,False,2,chirvvin,2020-05-28 21:44:16,False,1.2660096349277757e+18,1266123149629886464,2792793965.0,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,1,False,False,,,0.0,0.0,0.0,1.0
31,"How can a computer tell the difference between a wolf and a husky? 

With responsible #MachineLearning tools, resea ",False,267,,2020-05-28 21:00:01,True,,1266112010166517760,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Microsoft,55,False,False,,,0.3182,0.119,0.0,0.881
32,Microsoft Windows. DOS with a 1990s view. #ThrowbackThursday ,False,448,,2020-05-28 19:00:01,False,,1266081813723824128,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,86,False,False,,,0.0,0.0,0.0,1.0
33, <U+0001F44F><U+0001F44F><U+0001F44F>,False,3,MSEurope,2020-05-28 18:28:43,False,1.2659313935294505e+18,1266073935587823621,104222894.0,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,1,False,False,,,0.0,0.0,0.0,1.0
34,Anyone else? <U+0001F436><U+0001F515> ,False,807,,2020-05-28 18:28:00,False,,1266073755417292800,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,68,False,False,,,0.0,0.0,0.0,1.0
35, This is precious and well-deserved. Thank you. <U+0001F49E>,False,1,LKiely84,2020-05-28 17:51:00,False,1.265995430925648e+18,1266064445836591104,2514850514.0,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,0,False,False,,,0.7351,0.508,0.0,0.492
36,"<U+0001F92F> What's a supercomputer, you ask? <U+0001F92F>

Allow Microsoft CTO  to introduce you to the computing revolution ",False,222,,2020-05-28 17:15:00,True,,1266055383639920640,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Microsoft,60,False,False,,,0.2263,0.106,0.0,0.894
37," Today,  announced the establishment of the Center for Research and Education on Accessible Technology and Experiences (C",False,0,,2020-05-28 16:34:11,False,,1266045111164534784,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,40,True,False,,,0.0,0.0,0.0,1.0
38, #SriLankas famous #tea industry replaces a century-old tradition of buying and selling with virtual e-auction technolog,False,0,,2020-05-28 15:16:35,False,,1266025583022047232,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,27,True,False,,,0.0,0.0,0.0,1.0
39," Xbox Series X is the most compatible console ever.

<U+274C>No boost mode
<U+274C>No downclocking
<U+2705>The power of Xbox Series X for thousands of",False,0,,2020-05-28 14:48:14,False,,1266018449186144256,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,3158,True,False,,,0.4019,0.109,0.0,0.891
40,"Microsoft shows the power of the Intelligent Edge by applying AI to Boston Dynamics robot-pupper, Spot. ",False,829,,2020-05-27 23:30:00,False,,1265787367421440000,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Microsoft,225,False,False,,,0.4588,0.167,0.0,0.833
41,What's your top score? <U+0001F60E><U+0001F3C4><U+200D>+<U+FE0F> ,False,342,,2020-05-27 22:56:12,False,,1265778863755444230,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,48,False,False,,,0.2023,0.31,0.0,0.69
42," There is. 

",False,11,thebobpalmer,2020-05-27 21:43:33,False,1.26565552038135e+18,1265760581375623171,19981976.0,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,0,False,False,,,0.0,0.0,0.0,1.0
43, The #AbilitySummit began 10 years ago with the goal to bring together people with disabilities to share their practices and,False,0,,2020-05-27 21:15:00,False,,1265753394116952074,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,38,True,False,,,0.296,0.104,0.0,0.896
44,"The largest #AI models in the world are changing how we connect, communicate, and collaborate. <U+0001F30E>

Learn how these m ",False,142,,2020-05-27 20:30:00,True,,1265742069894651905,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,42,False,False,,,0.0,0.0,0.0,1.0
45,Whoops. <U+0001F636> ,False,640,,2020-05-27 20:16:13,False,,1265738601243033613,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,52,False,False,,,0.0,0.0,0.0,1.0
46, Do what you need. <U+0001F44C>,False,3,heyill,2020-05-27 06:54:00,False,1.2649325473368228e+18,1265536715730685953,7.245423603868262e+17,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,0,False,False,,,0.0,0.0,0.0,1.0
47, Great partnership with the amazing team at  to bring gaming to the 2020 Special Olympics. Incredibly proud of a,False,0,,2020-05-27 01:00:00,False,,1265447629527429125,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,255,True,False,,,0.9324,0.483,0.0,0.517
48, <U+0001F605> We'll see what we can do.,False,1,polisciprofhi,2020-05-27 00:30:59,False,1.265375617177936e+18,1265440329601134593,4182618855.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,0,False,False,,,0.0,0.0,0.0,1.0
49, *various combat noises* Minecraft Dungeons is available today! ,False,0,,2020-05-26 23:15:00,False,,1265421204871094274,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,437,True,False,,,-0.4003,0.0,0.278,0.722
50,"As organizations look to adopt #AI, they face significant challenges in developing and using AI responsibly. 

Lear ",False,174,,2020-05-26 22:00:00,True,,1265402332076019719,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,39,False,False,,,0.4215,0.255,0.0,0.745
51," Explore the world from the comfort of home with  live events. Every Wednesday, students, teachers, and par",False,0,,2020-05-26 21:15:00,False,,1265391007052562432,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,41,True,False,,,0.3612,0.135,0.0,0.865
52," In our latest  chat,  &amp; I talk w/  to learn how  is scaling #digitalskills traini",False,0,,2020-05-26 20:30:00,False,,1265379681886507008,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,70,True,False,,,0.0,0.0,0.0,1.0
53," Bringing this reply to the top: 

We agree, but Ruckus still thinks he's the most important doggo. <U+0001F436>",False,10,JenMsft,2020-05-26 19:56:48,False,1.2653698091238605e+18,1265371326845292544,3309105596.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,0,False,False,,,0.5844,0.278,0.0,0.722
54," We agree, but Ruckus still thinks he's the most important doggo.

And yes! The Background Blur feature in ",False,1,UnitZee,2020-05-26 19:39:35,True,1.2653649861861212e+18,1265366993265324033,2910564844.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,0,False,False,,,0.8037,0.354,0.0,0.646
55,"*Turns on Background Blur*

""Just making sure the most important doggo is in the shot."" ",False,378,,2020-05-26 19:30:08,False,,1265364617271836672,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,45,False,False,,,0.5256,0.253,0.0,0.747
56, <U+0001F333><U+2600>,False,1,IIIIWALEEDIIII,2020-05-26 18:47:08,False,1.265316500786815e+18,1265353796005355522,9.757568326387507e+17,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,0,False,False,,,0.0,0.0,0.0,1.0
57,"#ProjectBonsai is the first service component of Microsofts vision to empower customers to build, operate, and man ",False,248,,2020-05-26 18:15:00,True,,1265345708103815169,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,55,False,False,,,0.25,0.111,0.0,0.889
58," Driven to <U+0001F3CE><U+FE0F> Destined for <U+0001F947>

Join Xbox, Forza and Minecraft as they put Special Olympics athletes in the drivers seat for a one-",False,0,,2020-05-26 15:55:10,False,,1265310518413160448,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,139,True,False,,,0.5994,0.182,0.0,0.818
59," Ray Tracing                 Xbox Series X
                           <U+0001F91D>
          Holy Grail of Graphics 
               ",False,0,,2020-05-23 17:27:09,False,,1264246502827778048,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,2680,True,False,,,0.0,0.0,0.0,1.0
60,  Seeing this meant one thing: you just lost a round of Microsoft Minesweeper. <U+2639><U+FE0F>,False,1,00rayhan,2020-05-23 17:26:06,False,1.2642284909051863e+18,1264246237370257408,2237481608.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,0,False,False,,,-0.3182,0.0,0.15,0.85
61,"Have you ever played a game of Microsoft Minesweeper, and lost?",False,219,Microsoft,2020-05-23 17:21:53,False,1.2642253248056402e+18,1264245177671053314,74286565.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,19,False,False,,,0.0258,0.175,0.168,0.657
62,"<U+0001F534><U+0001F7E2> Time to get creative <U+0001F7E1><U+0001F535>
 
We've got another Color-by-Number experience for your Saturday entertainment, and this ",False,277,,2020-05-23 16:03:00,True,,1264225324805640192,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,37,False,False,,,0.6908,0.275,0.0,0.725
63,"""Purr my last email"" ",False,834,,2020-05-22 23:14:07,False,,1263971431433433088,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,79,False,False,,,0.0,0.0,0.0,1.0
64,"Chock-full of hidden Easter eggs, this year's #MSBuild was a virtual celebration of the conference's developer root ",False,279,,2020-05-22 22:30:00,True,,1263960329270308868,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,36,False,False,,,0.0,0.0,0.0,1.0
65, (<U+3002>_<U+3002>)?,False,1,emmetts_13,2020-05-22 21:45:00,False,1.2637062278188032e+18,1263949005060538369,7.367023530767155e+17,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,0,False,False,,,0.0,0.0,0.0,1.0
66," Love you, Microsoft Solitaire.",False,102,verge,2020-05-22 21:27:07,False,1.2637369244953928e+18,1263944506577227783,275686563.0,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,10,False,False,,,0.6369,0.583,0.0,0.417
67,Take a trip to the beach <U+2B07><U+FE0F><U+0001F3D6> ,False,410,,2020-05-22 21:05:00,False,,1263938938458210307,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,48,False,False,,,0.0,0.0,0.0,1.0
68, *sends feature request to the team*,False,40,yazminion,2020-05-22 20:52:14,False,1.2639141166299505e+18,1263935727240450058,1.1669164342171976e+18,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,2,False,False,,,0.0,0.0,0.0,1.0
69,"""While there's a lot of uncertainty around when we'll realistically reconnect at a large-scale event in the future, ",False,269,,2020-05-22 20:30:00,True,,1263930130310803463,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,49,False,False,,,-0.34,0.0,0.124,0.876
70,"¦<U+FE0F>¦<U+FE0F> Happy 30th to Microsoft Solitaire! ¦<U+FE0F>¦<U+FE0F>
 
Help us celebrate this timeless classic by participating in today's ",False,765,,2020-05-22 19:00:13,True,,1263907536035602432,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,186,False,False,,,0.8858,0.426,0.0,0.574
71,"Did you know? Microsoft Solitaire was originally invented to teach people how to use the mouse. <U+0001F5B1><U+FE0F>

Help us celebra ",False,691,,2020-05-21 22:00:00,True,,1263590393586708481,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,154,False,False,,,0.4019,0.124,0.0,0.876
72, He left Salem as a student with moderate dyslexia and ADD. He returned with a doctorate and a mission to help children,False,0,,2020-05-21 21:00:00,False,,1263575293379465218,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,41,True,False,,,0.4019,0.114,0.0,0.886
73," In this time of quarantine and isolation, its more imperative than ever before that we think about creating a world with a",False,0,,2020-05-21 19:25:00,False,,1263551383996899328,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,47,True,False,,,-0.128,0.088,0.108,0.803
74,   So excited for this <U+0001F3B5>,False,8,MSFTImagine,2020-05-21 19:19:59,False,1.2632533709590897e+18,1263550124308828161,41012588.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,0,False,False,,,0.4005,0.402,0.0,0.598
75,Developers bring behind-the-scenes magic to help companies change course quickly in a crisis: ,False,295,,2020-05-21 19:00:23,True,,1263545190029103105,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,36,False,False,,,-0.34,0.152,0.23,0.618
76,"S U P E R C O M P U T E R

   P R O J E C T   B O N S A I

      I M A G I N E   C U P

         A I   A T   S C A ",False,371,,2020-05-21 18:07:41,True,,1263531928164188160,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,85,False,False,,,0.0,0.0,0.0,1.0
77,"There is one compelling truth to this accessibility world. The work will never be done.  , Micros ",False,216,,2020-05-21 17:00:15,True,,1263514959394324481,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,54,False,False,,,0.4939,0.208,0.0,0.792
78," This Global Accessibility Awareness Day, we are sharing our journey.

Let us tell you a story, featuring some of the thousa",False,0,,2020-05-21 16:30:00,False,,1263507344744464385,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,183,True,False,,,0.4215,0.123,0.0,0.877
79, And thats a wrap on #MSBuild 2020! Thank you for joining us in exploring the future of tech and supercharging your skills along,False,0,,2020-05-21 15:31:53,False,,1263492718128480256,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,246,True,False,,,0.4199,0.113,0.0,0.887
80,"As our first all-digital #MSBuild comes to a close, we thought sharing this tweet from Build 2018 would be appropri ",False,250,,2020-05-21 15:00:01,True,,1263484701693673473,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,36,False,False,,,0.4215,0.128,0.0,0.872
81,"<U+0001F534><U+0001F7E2> 
<U+0001F535><U+0001F7E1>

#MSBuild continues! <U+2B07><U+FE0F>  ",False,301,,2020-05-21 02:31:09,False,,1263296243062542336,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Microsoft,89,False,False,,,0.0,0.0,0.0,1.0
82,"ICYMI: We created one of the most powerful supercomputers in the world.

Learn about the incredible potential of th ",False,193,,2020-05-20 23:15:00,True,,1263246877530742785,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,74,False,False,,,0.624,0.231,0.0,0.769
83," Who <U+27A1><U+FE0F> , CVP of Developer Platform
What <U+27A1><U+FE0F> #MSBuild Windows Community Standup 
When <U+27A1><U+FE0F> TODAY at 4:15pm PST

Use",False,0,,2020-05-20 22:50:00,False,,1263240585781096449,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,33,True,False,,,0.0,0.0,0.0,1.0
84,"How do you appear on stage from the safety of your own home? Easy, background matting, deep neural networks, and an ",False,221,,2020-05-20 22:30:22,True,,1263235648015695875,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,100,False,False,,,0.6908,0.231,0.0,0.769
85, Sharing a behind-the-scenes look at how #MSBuild was transformed into a fully digital event. Our teams had about eight,False,0,,2020-05-20 21:15:00,False,,1263216678294429697,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,161,True,False,,,0.4215,0.135,0.0,0.865
86,"The largest AI models in the world are changing how we connect, communicate, and collaborate. ALT: The future from ",False,206,,2020-05-20 20:45:00,True,,1263209128752799750,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,73,False,False,,,0.0,0.0,0.0,1.0
87,Tell us: How is the food this year at #MSBuild? <U+0001F96A><U+0001F354><U+0001F959><U+0001F950><U+0001F32E><U+0001F369><U+0001F36A><U+0001F36B><U+0001F35C>,False,562,,2020-05-20 19:51:35,False,,1263195685316427781,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,45,False,False,,,0.0,0.0,0.0,1.0
88, Microsoft is building new software to help medical staff and hospitals manage the challenges that come from treating the coronavi,False,0,,2020-05-20 19:26:00,False,,1263189249672839168,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,32,True,False,,,0.4588,0.182,0.0,0.818
89,Hey all you cool cats and kittens - hope you're enjoying Day 2 of #MSBuild. ,False,624,,2020-05-20 18:55:49,False,,1263181654631342080,,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,110,False,False,,,0.8225,0.417,0.0,0.583
90, Yes. It. Did.,False,7,girlie_mac,2020-05-20 18:10:04,False,1.263158363669463e+18,1263170140063117312,7103272.0,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",Microsoft,0,False,False,,,0.4019,0.574,0.0,0.426
91, Just showed my dogs their replacement! They were not pleased #MSBuild ,False,0,,2020-05-20 17:39:32,False,,1263162455586295809,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,20,True,False,,,-0.4015,0.0,0.212,0.788
92, Irreplaceable.,False,7,caro_milanesi,2020-05-20 17:39:25,False,1.263160651679019e+18,1263162426096144384,49996749.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Microsoft,0,False,False,,,0.0,0.0,0.0,1.0
