,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Compound,Positive,Negative,Neutral
35, Stfu pipe !,False,0,Doctor_Fon,2020-06-03 20:58:18,False,1.2682763279305277e+18,1268285905695117312,418178386.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
36,This Porto match shouldn't end goaless ooh.,False,0,,2020-06-03 20:57:05,False,,1268285601608056847,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
37, Stfu,False,0,IvanWaiswa10,2020-06-03 18:59:34,False,1.2682542554058383e+18,1268256025116848135,9.700051390115185e+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
38,  Likewise <U+2764><U+FE0F>,False,0,,2020-06-03 18:48:54,False,,1268253343140532224,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,1,True,False,,,0.0,0.0,0.0,1.0
39, I know. Mancity no b God,False,0,YungHusband_,2020-06-03 18:48:48,False,1.2682469037261824e+18,1268253318473814025,230928976.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,-0.4614,0.0,0.501,0.499
40,"Can't wait to see my boys play football again. I love you, Arsenal. <U+2764><U+FE0F> ",False,7,,2020-06-03 18:20:19,False,,1268246150529900545,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,5,False,False,,,0.765,0.355,0.0,0.645
41,Starboy don high Sha. M.I.L wey we Don dey wait for since. <U+0001F606><U+0001F605><U+0001F602><U+0001F923> ,False,0,,2020-06-03 16:55:11,False,,1268224726213767169,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
42,  Loool. I don check am,False,0,Leo_pallmer,2020-06-03 16:54:23,False,1.2682166196895252e+18,1268224523465302017,9.677103047119217e+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
43, Zule Zoo,False,0,ObajemuJnr,2020-06-03 16:17:03,False,1.2681523297165394e+18,1268215126932574208,217599946.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
44,  I hear u,False,0,Leo_pallmer,2020-06-03 16:16:03,False,1.2682113916112323e+18,1268214876205461505,9.677103047119217e+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
45,  <U+0001F606><U+0001F605><U+0001F602><U+0001F923>,False,0,Leo_pallmer,2020-06-03 16:15:47,False,1.2682111746986148e+18,1268214808551268354,9.677103047119217e+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
46,  <U+0001F440>,False,1,David0_7o,2020-06-03 15:38:16,False,1.2678731985882767e+18,1268205369026924545,1.1329386644960502e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
47," Koulibaly
Partey
Maddison
Mbappe",False,1,AFTVMedia,2020-06-03 15:30:14,False,1.268186928798593e+18,1268203347036823552,898640923.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
48, Glory days will be back soon. <U+0001F601>,False,0,Donchichi83,2020-06-03 09:22:08,False,1.2681086944007086e+18,1268110709713494017,23245561.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.5423,0.368,0.0,0.632
49, Happy drowning. <U+0001F605><U+0001F602><U+0001F923>,False,0,Donchichi83,2020-06-03 09:09:47,False,1.2681028765823672e+18,1268107602749263873,23245561.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.5719,0.649,0.0,0.351
50, You will drown with Mourinho !,False,0,Donchichi83,2020-06-03 08:49:29,False,1.2681015421938934e+18,1268102492916768775,23245561.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,-0.6114,0.0,0.444,0.556
51,"Happy birthday big bro,  . As you add another year to your life, may your blessings exceed your expectations ",False,3,,2020-06-03 07:57:12,True,,1268089336546963461,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,1,False,False,,,0.802,0.298,0.0,0.702
52, We don't need you back ! <U+0001F605><U+0001F602>,False,0,Donchichi83,2020-06-03 07:36:09,False,1.2680749847207854e+18,1268084038180442114,23245561.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
53, Mad jam. Wonder why it didn't really trend then.,False,2,Garba__,2020-06-03 07:35:25,False,1.2679685540218552e+18,1268083854440632320,9.436804990416036e+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,-0.4939,0.0,0.286,0.714
54,         ,False,2,wandyvirus,2020-06-02 23:02:58,True,1.2679479690447667e+18,1267954892297113605,59458762.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,0.0
55, Jokers !<U+0001F605><U+0001F602><U+0001F923>,False,0,_KingWale,2020-06-02 22:48:27,False,1.2678010347238605e+18,1267951240538927105,400606645.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
56,      God bless you bro. <U+0001F601>,False,0,_KingWale,2020-06-02 22:29:09,False,1.2677600020365763e+18,1267946380988944387,400606645.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.5994,0.62,0.0,0.38
57,  Drop that shit ! Amaarae is dope. Her verse on Santi's Rapid fire was lit !,False,4,BlaqBonez,2020-06-02 22:25:09,False,1.2679285764369818e+18,1267945377573015558,148927584.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,-0.8264,0.0,0.4,0.6
58,Life is too short to be fake.,False,4,,2020-06-02 21:35:18,False,,1267932829440147457,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,-0.4767,0.0,0.341,0.659
59, You know this. <U+0001F64C><U+0001F3FF>,False,0,Donchichi83,2020-06-02 21:24:09,False,1.267877321693954e+18,1267930023132049408,23245561.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
60,Fine boy no dey rape.,False,3,,2020-06-02 21:23:51,False,,1267929948687413252,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.5168,0.569,0.226,0.205
61,"Boomerang by Jidenna issa jam !!!
WTF !!!<U+0001F525><U+0001F525><U+0001F525>",False,0,,2020-06-02 17:31:14,False,,1267871408467718146,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,-0.7718,0.0,0.449,0.551
62, For life bro,False,0,ElfuzoSinZu,2020-06-02 17:01:07,False,1.267863527211008e+18,1267863829867909120,66332942.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
63, Long life bro,False,0,N1CKYLE,2020-06-02 17:00:16,False,1.2674993361093796e+18,1267863614511353856,8.879904450532352e+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
64, Big lie !,False,0,DuchessT_,2020-06-02 16:59:43,False,1.2678616379497226e+18,1267863478066458625,372147590.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
65,Not really a fan of pink but i love this suit. ,False,4,,2020-06-02 16:52:57,False,,1267861773648039938,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.7364,0.354,0.097,0.549
66," He made me love Arsenal, I couldn't hate him for just one match.",False,1,MrChervy,2020-06-02 16:21:46,False,1.2678527024254566e+18,1267853925836894208,519489670.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.8019,0.396,0.0,0.604
67, I just dey sip Orijin come remember am,False,1,timtay4arsenal,2020-06-02 16:21:01,False,1.2678514199667466e+18,1267853738326310917,7.510105236139581e+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
68, I cried that day.,False,0,janjay4lyf,2020-06-02 16:20:18,False,1.2678507128909087e+18,1267853556687790084,9.350916536935916e+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,-0.3818,0.0,0.464,0.536
69,"Reminiscing 2006 UCL final against Barca, Thierry Henry missed chances in that game Sha.",False,0,,2020-06-02 16:07:23,False,,1267850308966907904,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,-0.1027,0.113,0.138,0.75
70, <U+0001F606><U+0001F605><U+0001F602><U+0001F923>,False,0,nfadipe,2020-06-02 15:48:06,False,1.2678436386687918e+18,1267845454206771205,138411121.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
71, Orijinal man ! I see u. <U+0001F64C><U+0001F3FF>,False,0,iamurbanaira,2020-06-02 15:39:35,False,1.2678430283680973e+18,1267843310112169986,800628444.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,1,False,False,,,0.0,0.0,0.0,1.0
72,   STFU tall weedman !<U+0001F606><U+0001F605><U+0001F602><U+0001F923>,False,0,player_retired,2020-06-02 15:36:40,False,1.26781469487138e+18,1267842578239668224,262554905.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
73,Orijin bitters saving lives since .......,False,0,,2020-06-02 15:36:21,False,,1267842499353198592,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,-0.1027,0.0,0.219,0.781
74,   Ajax na Liverpool?,False,1,player_retired,2020-06-02 13:37:59,False,1.2677967700394353e+18,1267812711519248389,262554905.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
75,A MAN DOES NOT BECOME A REAL MAN BY SHOWING HIS PHYSICAL DOMINATION OVER WOMEN !,False,1,,2020-06-02 11:16:59,False,,1267777224503103488,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,-0.3016,0.0,0.129,0.871
76,"Ebola should better behave itself. 
What's wrong with this year sef !",False,0,,2020-06-02 11:12:40,False,,1267776137939255297,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,-0.126,0.178,0.208,0.614
77, Eeeeeh. Abeg ooh,False,0,Iam_ikjoseph,2020-06-02 11:04:19,False,1.2675531662976328e+18,1267774037901684736,1.0547020422818857e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
78,I just coughed. Lool. Na cold weather.,False,0,,2020-06-02 10:59:55,False,,1267772931515592705,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
79, True talk !,False,1,birboymo,2020-06-02 10:38:30,False,1.2677621804239094e+18,1267767540597624833,3923211016.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.4753,0.607,0.0,0.393
80,  What my mum would &amp; even add extras (side dishes). Mums are the bestest. <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>,False,0,,2020-06-02 10:12:03,False,,1267760883234635776,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,1,True,False,,,0.0,0.0,0.0,1.0
81, Bestest is an understatement if you ask me.,False,0,TrishVed,2020-06-02 10:11:59,False,1.2677579603081052e+18,1267760869649367040,157223790.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
82, You can say that again. Mothers are our gods on this earth.,False,1,birboymo,2020-06-02 10:11:31,False,1.2677566403690865e+18,1267760752485707777,3923211016.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
83,#Np- How long- Davido ft Tinashe. This song issa jam ! Really underrated song !<U+0001F525>,False,1,,2020-06-02 10:10:45,False,,1267760559598047232,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
84,   Just like your team haven't seen a Golden EPL trophy !<U+0001F605><U+0001F602><U+0001F923>,False,0,player_retired,2020-06-02 09:52:49,False,1.267748572197503e+18,1267756044505288704,262554905.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.4199,0.218,0.0,0.782
85,"I just told momsi to cook my favourite soup, Vegetable soup and she agreed.
You see why I can't stop loving her. ¦<U+FE0F>¦<U+FE0F>¦<U+FE0F>",False,3,,2020-06-02 09:52:10,False,,1267755881929814016,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,-0.0408,0.147,0.116,0.737
86, ,False,0,birboymo,2020-06-02 09:21:58,False,1.2677480017889567e+18,1267748280521371651,3923211016.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,0.0
87,   You have not won it yet.,False,0,player_retired,2020-06-02 09:21:45,False,1.26774794123153e+18,1267748224875593728,262554905.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,-0.4585,0.0,0.375,0.625
88," God
Family
Arsenal",False,0,BlaqJoker91,2020-06-02 09:21:01,False,1.2675329316874854e+18,1267748040217112577,1.135682643310338e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.2732,0.512,0.0,0.488
89, Wizkid. <U+2639><U+FE0F>,False,0,adethayorr,2020-06-02 09:20:19,False,1.267705196123218e+18,1267747865117569024,1.1372400592693412e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
90, Lets stay positive this June. <U+0001F49C>,False,0,,2020-06-02 09:19:30,False,,1267747662029340672,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,1,True,False,,,0.5574,0.419,0.0,0.581
91, Rosicky,False,1,Gunnersc0m,2020-06-02 09:19:15,False,1.2677427545802588e+18,1267747599290859522,9.68079980533076e+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
92, Maca what? Spaghetti biko,False,0,BlaqJoker91,2020-06-02 09:18:58,False,1.2677437301084529e+18,1267747526272339968,1.135682643310338e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
93, <U+0001F914>,False,1,birboymo,2020-06-02 09:18:43,False,1.267746993343996e+18,1267747461893939200,3923211016.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
94,  Chelshit !,False,1,UltraFutball,2020-06-02 09:18:29,False,1.267718476350853e+18,1267747402896859137,8.485923812094566e+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
95,"   The same way Coutinho, Suarez, Sterling, Xabi Alonso, Victor Moses lef ",False,0,player_retired,2020-06-02 09:15:34,True,1.2677422844492268e+18,1267746669329874945,262554905.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,0.0,0.0,0.0,1.0
96,  Loool. Captain for how many games. He left for more money. SMH.,False,0,Gooner_Eurychus,2020-06-02 08:48:33,False,1.2674982986899907e+18,1267739869444521984,1.1426965577766584e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Castrofied,0,False,False,,,-0.5125,0.0,0.231,0.769
