,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Compound,Positive,Negative,Neutral
24,I think hes one of the greatest entrepreneurs and CEOs of our time.  of  shares his personal j ,False,3332,,2018-09-03 18:54:23,True,,1036688877883469825,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Oprah,713,False,False,,,0.7506,0.286,0.0,0.714
25,Hey  I just rewatched that beautiful Thank You video you sent 7 yrs ago. Still brings me joy!,False,2105,,2018-09-01 10:06:02,False,,1035831138550407168,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,151,False,False,,,0.8398,0.333,0.0,0.667
26, Everyone could use !  #HAHN,False,34,Only1CrystalFox,2018-08-30 05:31:12,False,1.0346109284851302e+18,1035037195097137152,1395881846.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,0,False,False,,,0.0,0.0,0.0,1.0
27, Shes just Suberb actress! #Greenleaf,False,15,Alyssa_ShaNae,2018-08-30 05:14:50,False,1.035032034576683e+18,1035033078001885185,38452161.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,0,False,False,,,0.0,0.0,0.0,1.0
28, Agree. Shout out to Corinne.,False,7,CatrelCathey,2018-08-30 05:14:14,False,1.0350319122034442e+18,1035032928072359936,438785531.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,0,False,False,,,0.3612,0.385,0.0,0.615
29, Hard Times. Amazing performances. Great Season! Congratulations.,False,88,MsLynnWhitfield,2018-08-30 03:05:10,False,1.0350000022408151e+18,1035000448476897280,561431994.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,9,False,False,,,0.9134,0.733,0.085,0.182
30,Take your bow on that one. <U+0001F44F><U+0001F3FD><U+0001F44F><U+0001F3FD>! #Greenleaf,False,1525,,2018-08-30 03:00:20,False,,1034999232070017024,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,201,False,False,,,0.0,0.0,0.0,1.0
31,The work of the Lord? .. mmm <U+0001F914><U+0001F914>#Greenleaf,False,1065,,2018-08-30 02:58:24,False,,1034998742930186240,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,125,False,False,,,0.0,0.0,0.0,1.0
32,Is Charity homophobic? #Greenleaf,False,2299,,2018-08-30 02:56:11,False,,1034998186765561857,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,223,False,False,,,0.4215,0.483,0.0,0.517
33,"So happy to see you all here, Greenleafing with us! #Greenleaf",False,2072,,2018-08-30 02:52:55,False,,1034997362496692224,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,193,False,False,,,0.6468,0.3,0.0,0.7
34,"   Great work team!  Intense, Incredible, Beautiful work.<U+0001F44F><U+0001F3FD><U+0001F44F><U+0001F3FD><U+0001F64F><U+0001F3FE>",False,50,MerleDandridge,2018-08-29 17:14:13,False,1.0347584790456402e+18,1034851728183549952,786312930.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,9,False,False,,,0.8716,0.712,0.0,0.288
35,Let the people say Amen to this WILD new season as we welcome sister Patti LaBelle <U+0001F44F><U+0001F3FE><U+0001F44F><U+0001F3FE> to our marvelous cast. Two- ,False,3064,,2018-08-29 16:50:25,True,,1034845738478366720,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Oprah,462,False,False,,,0.7845,0.257,0.0,0.743
36,"The wait is FINALLY over, Greenleafers! <U+0001F331> See you TONIGHT for part one of the #GREENLEAF two-night season premiere, ",False,5413,,2018-08-28 14:23:54,True,,1034446480965173248,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Oprah,1187,False,False,,,0.0,0.0,0.0,1.0
37,  Congratulations! Especially if he loves you like Hollywood loves Vi.<U+2764><U+FE0F>,False,25,ZenobiaJeffries,2018-08-25 22:39:04,False,1.03341572667204e+18,1033483927606816768,36835433.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,4,False,False,,,0.9366,0.705,0.0,0.295
38,"As  says, so many people choose silence over truth. If your family has ever held a secret, you need ",False,2384,,2018-08-24 17:32:05,True,,1033044284885196801,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Oprah,361,False,False,,,0.0,0.0,0.0,1.0
39, What a season. So proud I could burst. Thanks to YOU   and the truly awe inspiring  #QueenSugar team!,False,307,katcandler,2018-08-23 04:23:15,False,1.0324737560341586e+18,1032483382226288642,24973027.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,58,False,False,,,0.9167,0.479,0.0,0.521
40,"Its time, sweeties.  is giving you an extra spoonful of sugar90-minute season finale TONIGHT! Lots of surpris ",False,3599,,2018-08-22 23:10:00,True,,1032404549464670208,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Oprah,480,False,False,,,0.6996,0.266,0.0,0.734
41,You can pick one up at your local grocery store.<U+0001F355>Find one in your area:  #OThatsGood ,False,1103,,2018-08-22 15:59:59,False,,1032296333502083073,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Oprah,149,False,False,,,0.0,0.0,0.0,1.0
42,Bet yall didnt know I had hidden pizza talents! Been taste testing a lot of pizzas to get this just right. The c ,False,18056,,2018-08-22 15:33:46,True,,1032289736721752064,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Oprah,1607,False,False,,,0.5093,0.13,0.0,0.87
43,I have loved watching YOU fall in love with Nuri &amp; Yasir just as I have. Thank you  for giving us thi ,False,3585,,2018-08-21 14:52:30,True,,1031916962899619840,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Oprah,523,False,False,,,0.9186,0.419,0.0,0.581
44,#HAHN is baaackas BIG and CRAZEEE as ever! This cast still makes my jaw drop <U+0001F631> See you tomorrow. ,False,1709,,2018-08-21 00:11:56,False,,1031695360597446656,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Oprah,182,False,False,,,-0.3382,0.0,0.112,0.888
45,Well miss you Queen. #ArethaQueenForever ,False,69900,,2018-08-16 16:57:48,False,,1030136553878642689,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Oprah,8799,False,False,,,-0.1531,0.0,0.286,0.714
46, Agree.Made my heart hum a little tune to see them sitting on that porch.   thanks<U+0001F44D><U+0001F3FE>,False,45,NubianLuv6,2018-08-16 07:10:34,False,1.0299537908694221e+18,1029988773302427648,377775487.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,6,False,False,,,0.6369,0.231,0.0,0.769
47,Go to my kitchen!  I understand Vi. #QueenSugar,False,2395,,2018-08-16 02:19:01,False,,1029915403542130688,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,186,False,False,,,0.0,0.0,0.0,1.0
48,"Whos ready to see some ? Tonight #FixMyLife is new new NEW! And if you love Iyanla, youll love Mahi ",False,3332,,2018-08-11 16:00:01,True,,1028310073972383744,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Oprah,343,False,False,,,0.9041,0.397,0.0,0.603
49,Drama for real! Tonights episode left me gasping. Its a nightmare of meeting his mama. Loretta Devine ,False,2439,,2018-08-07 22:35:18,True,,1026960001359699969,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Oprah,345,False,False,,,0.0,0.0,0.0,1.0
50,"Earlier this summer I sat down with , the former Mayor of New Orleans, who took down Confederate monu ",False,4065,,2018-08-04 15:32:47,True,,1025766504984240128,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Oprah,563,False,False,,,0.0,0.0,0.0,1.0
51, Will be watching from my front yard!,False,91,BiancaLawson,2018-07-26 20:44:25,False,1.0225819709271204e+18,1022583439583633408,1661209398.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,8,False,False,,,0.0,0.0,0.0,1.0
52,   Nope.. why?,False,29,RichOnOWN,2018-07-26 20:42:51,False,1.0225737668181606e+18,1022583043972689920,407474647.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,2,False,False,,,0.0,0.0,0.0,1.0
53,"Hey   u know its a great show when the next day youre still thinking about the characters. Ra,Nova, Charley still with me.#QueenSugar",False,3976,,2018-07-26 20:03:55,False,,1022573248377020417,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,331,False,False,,,0.6249,0.163,0.0,0.837
54,     What IS best for Blue?  His parents not to be fighting.,False,30,RichOnOWN,2018-07-26 05:13:40,False,1.0223483990167839e+18,1022349208743890944,407474647.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,5,False,False,,,0.7438,0.412,0.0,0.588
55," When Ive seen Vietnamese characters in Hollywood, theyre defined and centralized around the Vietnam War, a victim. Whats refre",False,0,,2018-07-26 04:36:20,False,,1022339812177534976,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,1003,True,False,,,-0.7184,0.0,0.261,0.739
56,"Best season yet. Thanks for hanging in there, #Greenleaf fans. <U+0001F64F><U+0001F3FE> Worth the wait. Were back August 28 &amp; 29. ",False,6726,,2018-07-24 21:43:09,False,,1021873447129907201,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Oprah,1243,False,False,,,0.8402,0.346,0.0,0.654
57, Agree. Tired of him acting all superior.,False,47,pinkcookiedimps,2018-07-12 03:06:40,False,1.0172432582070682e+18,1017243819798978560,2466525902.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,6,False,False,,,0.4767,0.465,0.225,0.31
58,  Aint no jail happening for the Borderlons!,False,32,RichOnOWN,2018-07-12 03:02:20,False,1.017242045839102e+18,1017242727350599681,407474647.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,6,False,False,,,-0.3595,0.0,0.293,0.707
59, Why u think? #QueenSugar,False,12,Kniclove,2018-07-12 02:43:01,False,1.0172370143311831e+18,1017237865699217408,232051389.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,2,False,False,,,0.0,0.0,0.0,1.0
60, Doubt means DONT!,False,23,TLCherri,2018-07-12 02:40:31,False,1.0172368377887252e+18,1017237237195403264,3095631803.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,1,False,False,,,-0.4199,0.0,0.583,0.417
61, Perfect GIF! #HAHN,False,62,OWNTV,2018-07-11 01:58:33,False,1.0168636861728973e+18,1016864288940519425,182161200.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,1,False,False,,,0.6114,0.666,0.0,0.334
62,LoVE IS __happening on ! #LOVEis,False,2379,,2018-07-11 01:56:57,False,,1016863885511409664,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,291,False,False,,,0.6696,0.473,0.0,0.527
63,  Isnt this Cray!!,False,23,RichOnOWN,2018-07-11 01:54:52,False,1.0168630086460498e+18,1016863359977680896,407474647.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,4,False,False,,,0.0,0.0,0.0,1.0
64,JusT saw #Whitney. Great job  and Kevin MacDonald and team. Footage weve NEVER seen. Fearless doc. ,False,3652,,2018-07-06 17:33:47,False,,1015287706572619776,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,514,False,False,,,0.4007,0.2,0.117,0.683
65,     6 or 7.. couture gowns!,False,171,LovelymarisaT,2018-07-02 18:27:07,False,1.0138385592232059e+18,1013851579479293954,749975564.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,9,False,False,,,0.0,0.0,0.0,1.0
66,"Thanks     . for the regal experience,felt like an Empress 4 a day! ",False,17375,,2018-07-02 17:34:33,False,,1013838348836720640,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,2038,False,False,,,0.69,0.363,0.0,0.637
67,Were Live on Facebook! Join us now.,False,1861,,2018-06-28 22:01:59,False,,1012456098589052934,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,164,False,False,,,0.3595,0.293,0.0,0.707
68,See ya from my porch in 15 minutes. LIVE FB #TheSunDoesShine,False,1230,,2018-06-28 21:46:29,False,,1012452200809762816,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,123,False,False,,,0.0,0.0,0.0,1.0
69,Love this book and the author. Join me FBLive from my with your insights and questions 6pm eastern. ,False,1888,,2018-06-28 20:08:31,False,,1012427547525636096,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,256,False,False,,,0.7506,0.286,0.0,0.714
70,I do so LOVE me some  #QueenSugar  Thank u forever ,False,3469,,2018-06-28 03:02:04,False,,1012169229607448576,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,354,False,False,,,0.8684,0.523,0.0,0.477
71,"After 30 years of being on death row for a crime he did NOT do, Anthony Ray Hinton is ready to enjoy life. He and b ",False,10626,,2018-06-28 02:55:43,True,,1012167634169688064,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,1384,False,False,,,-0.4019,0.162,0.211,0.627
72, Intentional!,False,24,MalikThaElite,2018-06-28 02:53:05,False,1.0121657964984975e+18,1012166968579747842,110623450.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,0,False,False,,,0.0,0.0,0.0,1.0
73,    Yep you slayed that episode<U+0001F618>,False,76,dawnlyen,2018-06-28 02:52:05,False,1.0120934677266637e+18,1012166719115153410,4854510141.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,5,False,False,,,0.296,0.355,0.0,0.645
74,  Pie Empire!!,False,15,AshBenton,2018-06-28 02:50:02,False,1.0121659082599219e+18,1012166202154672128,291384033.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,4,False,False,,,0.0,0.0,0.0,1.0
75,  Nope.. not happening. Days are gone by-by.,False,39,AshBenton,2018-06-27 02:48:30,False,1.0118005547697152e+18,1011803427158949890,291384033.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,5,False,False,,,0.0,0.0,0.0,1.0
76,    So agree with you.,False,22,MawuliChai,2018-06-27 02:45:34,False,1.0117966468024156e+18,1011802691662594048,1265177234.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,3,False,False,,,0.4201,0.482,0.0,0.518
77, Thanks yall. Heres to Besties<U+0001F377><U+0001F377><U+0001F377>! #LOVEis,False,86,LoveIsOWN,2018-06-27 02:13:44,False,1.0117943422251991e+18,1011794681087180800,9.508284062114611e+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,14,False,False,,,0.0,0.0,0.0,1.0
78,    Yep I remember.. and my parents always buggin ..  Get off the Phone!,False,18,AshBenton,2018-06-27 02:11:51,False,1.0117937479049912e+18,1011794205918703616,291384033.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,2,False,False,,,0.3595,0.161,0.0,0.839
79, #LOVEis the permission to design your own relationship. All new episode of Love Is___ TONIGHT! Grab your Yasir or your Nuri,False,0,,2018-06-27 02:09:23,False,,1011793585090355200,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,481,True,False,,,0.6696,0.183,0.0,0.817
80,  Love that. #Lovetribe what part of the world are you?,False,48,3LWTV,2018-06-27 02:05:31,False,1.0117922390629335e+18,1011792612322263041,20831692.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,9,False,False,,,0.6369,0.318,0.0,0.682
81, I remember by hairdos . #LOVEis,False,28,RichOnOWN,2018-06-27 02:04:30,False,1.0117921593247703e+18,1011792355265933312,407474647.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,9,False,False,,,0.0,0.0,0.0,1.0
82,#LOVEis happening now on ,False,1661,,2018-06-27 02:02:45,False,,1011791916474568704,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,199,False,False,,,0.0,0.0,0.0,1.0
83,TONIGHT! 10/9c on OWN. See ya there! <U+0001F44B><U+0001F3FE> #LOVEis ,False,5035,,2018-06-26 21:37:46,False,,1011725229016604672,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,515,False,False,,,0.0,0.0,0.0,1.0
84,Maria has been my friend since we were both young reporters in Baltimore. Her wisdom and open heart is what the wor ,False,5846,,2018-06-23 17:44:46,True,,1010579430127775744,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Oprah,629,False,False,,,0.8957,0.362,0.0,0.638
85, We love u for watching in all our complexity.,False,13,DrennaB,2018-06-21 03:02:59,False,1.0096322628062331e+18,1009632744865873922,17026379.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,1,False,False,,,0.6369,0.344,0.0,0.656
86, Woo Jesus is right! Ooo Lorty!,False,11,mutual_feelings,2018-06-21 03:01:47,False,1.009631979984343e+18,1009632446072029184,21270740.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,3,False,False,,,0.5696,0.424,0.0,0.576
87, Thats why this gives us the Feels. <U+2764><U+FE0F>. All so authentic.,False,61,MaraBrockAkil,2018-06-20 05:28:43,False,1.0093061610220012e+18,1009307031675666433,584239638.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,5,False,False,,,0.0,0.0,0.0,1.0
88, This made me <U+0001F602> Lort!  #LOVEis,False,13,bigbrotherfan35,2018-06-20 03:02:01,False,1.0092696384238264e+18,1009270116129726464,2596720327.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,4,False,False,,,0.0,0.0,0.0,1.0
89,    And   based on their love story.<U+2764><U+FE0F><U+2764><U+FE0F>,False,10,MyBeautyAndSoul,2018-06-20 02:59:44,False,1.0092686730754048e+18,1009269540448944128,156789184.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,5,False,False,,,0.6369,0.457,0.0,0.543
90,  Thanks so much<U+0001F64F><U+0001F3FE>,False,12,mkpfaith,2018-06-20 02:55:21,False,1.0092677955138232e+18,1009268436378120192,37525503.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oprah,1,False,False,,,0.4404,0.592,0.0,0.408
91,Feeling the love from you all for our new show. Thanks for showing up here and spreading the word. OWNers you Rock! #LOVEis,False,4232,,2018-06-20 02:49:47,False,,1009267037296685056,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Oprah,373,False,False,,,0.8356,0.308,0.0,0.692
92,"Yes regular time slot, after Haves. 10pm #LOVEis",False,997,,2018-06-20 02:45:07,False,,1009265864107962368,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Oprah,111,False,False,,,0.4019,0.278,0.0,0.722
