,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Compound,Positive,Negative,Neutral
10,"  Pets are being moved to Raleigh to the fairgrounds. Please donate food, blankets for dogs and cats or co",False,0,,2018-10-02 02:28:52,False,,1046950111685873665,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,20,True,False,,,0.3182,0.113,0.0,0.887
11," Pets continue to be rescued in North Carolina. If you are a pet owner who intentionally left your pet(s) behind, never",False,0,,2018-10-02 02:28:23,False,,1046949988973129728,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,1018,True,False,,,0.4215,0.123,0.0,0.877
12,  October is Cut Out Dissection Month. No animal deserves to die for dissection! <U+0001F494> RETWEET if you want to make it a,False,0,,2018-10-01 20:38:58,False,,1046862055435833345,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,8,True,False,,,-0.7263,0.049,0.239,0.712
13,  we want to invite you as our special guest to the Grand Opening of our Rescue + Outreach Center. Please let,False,0,,2018-09-19 00:01:50,False,,1042202068134518784,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,5,True,False,,,0.9231,0.538,0.0,0.462
14, I m actually done then :( otherwise would have loved to support ! Next time please let me know,False,5,beaglefreedom,2018-09-19 00:01:48,False,1.0421791540855235e+18,1042202057053073408,233288673.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,0,False,False,,,0.7424,0.339,0.107,0.554
15, <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>,False,0,OscarsWorld_,2018-09-19 00:01:20,False,1.0421988234376274e+18,1042201941701324800,28216707.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,1,False,False,,,0.0,0.0,0.0,1.0
16," L.A. officials voted to advance a proposal banning the sale and manufacture of fur products in the city
",False,0,,2018-09-19 00:01:14,False,,1042201915092660224,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,32,True,False,,,0.0,0.0,0.0,1.0
17," Thanks to my colleague , , ,  and all the animal welfare advocates who join",False,0,,2018-09-18 21:53:44,False,,1042169829388517377,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,5,True,False,,,0.6249,0.282,0.0,0.718
18," Today the  unanimously voted for my motion to ban the sale and manufacture of fur, making LA the biggest",False,0,,2018-09-18 21:53:39,False,,1042169807058067456,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,48,True,False,,,-0.5574,0.0,0.167,0.833
19,   Thank you!,False,1,jasmineviel,2018-09-18 21:53:22,False,1.0420940849349222e+18,1042169737378095104,41229084.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,0,False,False,,,0.4199,0.736,0.0,0.264
20, The time is now... model/actress Joanna Krupa speaks at anti-fur rally as #LA city council considers ban on all fur prod,False,0,,2018-09-18 21:52:22,False,,1042169483232632832,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,7,True,False,,,-0.5574,0.0,0.153,0.847
21,  <U+0001F389> BREAKING <U+0001F389> Fur is going to be history in Los Angeles! <U+0001F44B> The LA City Council just voted to ban the sale and manufac,False,0,,2018-09-18 21:52:08,False,,1042169424927633408,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,8,True,False,,,-0.5983,0.0,0.14,0.86
22, Can u send this to me ?,False,3,ChrisWoodyard,2018-09-18 21:49:25,False,1.0420944793923994e+18,1042168740790431744,28351096.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,0,False,False,,,0.0,0.0,0.0,1.0
23, Actress   joins in the anti-fur protest ahead of L.A. city council vote. ,False,0,,2018-09-18 21:48:04,False,,1042168401152507904,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,16,True,False,,,-0.25,0.0,0.154,0.846
24,"  BREAKING: Donkeys &amp; mules on the Greek island of Santorini were whipped, beaten with sticks and violently dragged ",False,0,,2018-09-12 02:54:12,False,,1039708728532992000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,12,True,False,,,-0.7783,0.0,0.328,0.672
25,"  <U+0001F389> EXCITING VICTORY! <U+0001F389> After over a decade of campaigning by PETA around the world,  is banning fur and ango",False,0,,2018-09-08 17:31:03,False,,1038479842050629632,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,8,True,False,,,0.6399,0.182,0.0,0.818
26, #ADOPT #AdoptDontShop #rescue #savealife #countdowntozero biggest adoption event today at #palmbeach #fairgrounds pls go out,False,0,,2018-09-08 17:30:40,False,,1038479749226483712,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,2,True,False,,,0.7213,0.37,0.0,0.63
27," Tonight! We ante up  w/ Green Day
     ",False,0,,2018-09-08 17:30:34,False,,1038479722613596160,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,6,True,False,,,0.0,0.0,0.0,1.0
28,Loved meeting u! Great woman and amazing energy ! ,False,60,,2018-09-02 11:53:56,False,,1036220679421616129,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,6,False,False,,,0.938,0.743,0.0,0.257
29,With <U+0001F497>  ,False,153,,2018-09-01 12:30:32,False,,1035867500800606208,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,10,False,False,,,0.0,0.0,0.0,1.0
30,  Happy #NationalDogDay! <U+0001F389><U+2764><U+0001F436> Give all of the dogs in your life extra love and show us your fave pics of them <U+0001F618><U+0001F436> https:,False,0,,2018-08-31 18:47:41,False,,1035600026335145984,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,6,True,False,,,0.902,0.357,0.0,0.643
31, 'I do have very sensitive skin so I wanted a product that is gentle but it also needs to work' -  becomes ,False,0,,2018-08-31 18:47:31,False,,1035599984559878144,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,2,True,False,,,0.2382,0.085,0.0,0.915
32,"  Adorable and emotional, but worth every second! <U+0001F622><U+0001F60D><U+2764><U+0001F436><U+0001F43E> Watch the story of Miss Willie, who was chained outside for 12",False,0,,2018-08-31 18:47:17,False,,1035599923901882369,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,8,True,False,,,0.484,0.252,0.079,0.668
33, Pls RT &amp; donate to help this puppy. This was done by a person trying to sell a litter of puppies which is why you should nev,False,0,,2018-08-31 18:46:59,False,,1035599851092955137,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,4,True,False,,,0.4588,0.138,0.0,0.862
34, Love ? Get 4 tickets to the live Atlanta 11/4 - 11/12 taping with backstage passes and a chance to meet Nick Cannon.,False,0,,2018-08-30 21:35:32,False,,1035279878755680256,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,5,True,False,,,0.7351,0.228,0.0,0.772
35, Risking life for pets! Definitely worth a RT -    ,False,0,,2018-08-23 01:18:48,False,,1032436964727840769,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,5,True,False,,,0.3802,0.371,0.174,0.455
36,  CA residents! <U+0001F6A8> Help animals NOW by asking  to make it illegal to sell cosmetics tested on animals in,False,0,,2018-08-15 22:21:37,False,,1029855657975898112,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,9,True,False,,,-0.2942,0.114,0.165,0.721
37,You cant depend on  unreliable for getting luggage. Still waiting! Dont fly British if you have a ,False,52,,2018-08-02 16:26:11,True,,1025055170265272320,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,4,False,False,,,0.0,0.0,0.0,1.0
38,You cant depend on  unreliable for getting luggage. Still waiting! Dont fly British if you have an ,False,23,,2018-08-02 16:25:45,True,,1025055059317608448,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,3,False,False,,,0.0,0.0,0.0,1.0
39, heartbroken Adorable baby elephant stands up to vehicle of humans to protect his family from a potential threat  because,False,0,,2018-07-30 21:26:11,False,,1024043502353739782,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,221,True,False,,,-0.4404,0.204,0.27,0.526
40,"Dziêki True Beauty od  dbam o swoje w³osy, paznokcie i cerê od rodka.  Z kodem JOASIAK4030  100 pierws ",False,67,,2018-07-27 12:06:27,True,,1022815478786519041,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,10,False,False,,,0.765,0.292,0.0,0.708
41," heartbreaking Leopard beaten to death in #SriLanka
this Shame on these so called excuses for human beings How can people",False,0,,2018-07-17 08:08:46,False,,1019131784380997632,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,237,True,False,,,-0.9235,0.0,0.454,0.546
42,The future belongs to those who believe in the beauty of their dreams.  ,False,184,,2018-07-15 18:17:42,False,,1018560250570371072,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,19,False,False,,,0.7579,0.371,0.0,0.629
43,    This is 100% legal and the law support that because they profit  a lot of,False,0,,2018-07-13 21:32:22,False,,1017884463102091264,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,5,True,False,,,0.7269,0.372,0.0,0.628
44, airlines you are a disgrace! I hope people stop flying this airline that is so prejudice against these beaut ,False,6,Delta,2018-07-09 07:32:56,True,,1016223661278277637,5920532.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,2,False,False,,,-0.6633,0.187,0.337,0.476
45, RT if this wrong Shocking WATCH THE HORROR AS PIGS THAT DIED FROM HEAT EXHAUSTION ARE PICKED UP BY BULLDOZERS to be thro,False,0,,2018-07-08 18:05:24,False,,1016020440119173121,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,134,True,False,,,-0.9603,0.0,0.504,0.496
46, RT asked  to stop this  Instead of being safe with their mothers these babies are being tortured on TV #,False,0,,2018-07-08 18:05:21,False,,1016020426261032961,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,375,True,False,,,-0.4404,0.113,0.226,0.661
47, #FuckTrophyHunting ,False,0,,2018-07-03 12:09:39,False,,1014118975150567424,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,4691,True,False,,,0.0,0.0,0.0,1.0
48," Why sign to stop killing #animals in hunts in the UK?<U+0001F98A>

 exploits his usual clarity here.
""Imagine if a g",False,0,,2018-07-03 12:09:35,False,,1014118956821463040,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,1047,True,False,,,-0.743,0.097,0.325,0.578
49, Its been 3 years since Cecil was killed by a trophy hunter to satisfy a sick hobby. <U+0001F494>The reality is that there are more Cec,False,0,,2018-07-03 12:09:28,False,,1014118927322865664,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,1428,True,False,,,-0.7003,0.091,0.238,0.671
50, Currently those who enjoy killing animals for fun get away with a slap on the wrist and are simply fined and then back out,False,0,,2018-07-03 12:09:19,False,,1014118888588447746,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,688,True,False,,,0.4019,0.249,0.135,0.615
51,      What about that man ,False,0,,2018-07-03 12:07:43,False,,1014118485612380160,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,1,True,False,,,0.0,0.0,0.0,1.0
52, There are no words for this disgusting excuse for a human being. #TessThompsonTalley ,False,0,,2018-07-03 11:47:38,False,,1014113434902728704,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,192,True,False,,,-0.7096,0.074,0.354,0.571
53, #TessThompsonTalley is not a hunter. She is an overgrown spoiled brat with an underdeveloped conscience and lack of moral c,False,0,,2018-07-03 11:47:34,False,,1014113415734837249,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,347,True,False,,,-0.3182,0.0,0.108,0.892
54," What is wrong with people? <U+0001F612> . 
_
This is #TessThompsonTalley who has made headlines lately for bragging about killing a rare",False,0,,2018-07-03 11:47:25,False,,1014113378074161152,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,223,True,False,,,-0.8176,0.0,0.273,0.727
55, More of #TessThompsonTalley #murderer #antichrist #devil #killer #antihunting #fireher #BanTrophyHunting ,False,0,,2018-07-03 11:47:18,False,,1014113350240727040,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,122,True,False,,,-0.9389,0.0,0.66,0.34
56," #TessThompsonTalley An #ignorant , stupid female hunter from #Kentucky proudly shoot down a very rare black giraffe in",False,0,,2018-07-03 11:46:53,False,,1014113244053553154,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,24,True,False,,,-0.5106,0.141,0.31,0.549
57,"  #TessThompsonTalley, you must be so proud of yourself. The death defying fear that gripped you as you shot one",False,0,,2018-07-03 11:46:30,False,,1014113149115437056,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,175,True,False,,,-0.4782,0.147,0.262,0.591
58," #TessThompsonTalley I hope someone murders you the worst possible way, you senseless piece of shit.",False,0,,2018-07-03 11:46:10,False,,1014113064902279169,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,48,True,False,,,-0.8689,0.113,0.457,0.43
59, Tess Thompson Talley is a #DegeneratedMonster ,False,0,,2018-07-03 11:44:49,False,,1014112725234900992,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,158,True,False,,,0.0,0.0,0.0,1.0
60," Tess Thompson Talley from Nippa, Kentucky is a disgusting, vile, amoral, heartless, selfish murderer. With joy in her bla",False,0,,2018-07-03 11:44:46,False,,1014112713163747329,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,674,True,False,,,-0.9531,0.103,0.571,0.326
61,You Are a true moron writing this and congratulating her . Shame on u . She and u are a disgrace to humanity ,False,63,,2018-07-03 11:44:06,False,,1014112544384929795,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,8,False,False,,,-0.7717,0.089,0.304,0.607
62,1000 percent and she needs to be hunted and in jail or mental hospital ,False,12,,2018-07-03 11:43:24,False,,1014112368433946624,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,3,False,False,,,0.0,0.0,0.0,1.0
63,My new best friend before showtime  !  A bright smile can make you more successful at work. Go to th ,False,107,,2018-06-24 08:16:52,True,,1010798899521564672,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,9,False,False,,,0.953,0.534,0.0,0.466
64,Dream as if youll live forever....Live as if youll die tomorrow. James Dean <U+0001F49E> ,False,200,,2018-06-15 20:21:05,False,,1007719664464457729,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,16,False,False,,,-0.4404,0.112,0.218,0.67
65, RT shocking This poor pig is so frightened. How can people look at this footage and still continue with indulging on its,False,0,,2018-06-09 18:48:59,False,,1005522159526207488,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,70,True,False,,,-0.8769,0.0,0.346,0.654
66,Season 7  here we go!!!!   dress. Hair  Makeup ,False,264,,2018-06-09 11:22:51,True,,1005409886925131776,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,16,False,False,,,0.0,0.0,0.0,1.0
67,        I hope karma is a thin,False,0,,2018-06-02 04:00:54,False,,1002761952492388353,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,13,True,False,,,0.4404,0.367,0.0,0.633
68,Peekaboo <U+0001F648>    ,False,182,,2018-06-01 17:45:54,False,,1002607181903036416,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,16,False,False,,,0.0,0.0,0.0,1.0
69, RT heartbroken this Camels should not be giving anyone rides as animals are not our SLAVES #BoycottCamelRides this basta,False,0,,2018-05-31 23:16:02,False,,1002327874135822336,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,108,True,False,,,-0.7458,0.0,0.272,0.728
70," RT heartwarming If everyone had hearts like #dogs, this #world would be a beautiful place this dog he ready to die to sa",False,0,,2018-05-23 16:44:43,False,,999330294879563776,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,75,True,False,,,0.9081,0.438,0.105,0.457
71, RT if you don't eat them pigs are mother feel pain &amp;fear &amp;love  most people eat the bodies of these creatures? they are,False,0,,2018-05-22 22:50:58,False,,999060075317673984,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,71,True,False,,,-0.5106,0.0,0.13,0.87
72,Live love and be happy! ,False,444,,2018-05-15 18:44:11,False,,996461254301569024,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,27,False,False,,,0.8478,0.732,0.0,0.268
73, RT Its #MothersDay in the US and all I ask is that you think of animal mothers too because they love their babies too y,False,0,,2018-05-13 22:22:51,False,,995791509868826624,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,35,True,False,,,0.6369,0.149,0.0,0.851
74, RT heartwarming vid 2 Best Buds a dog &amp; orphan rhino splashing around in the mud he lost his #mother because of us #Save,False,0,,2018-05-13 16:06:29,False,,995696793114443776,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,52,True,False,,,0.8481,0.32,0.07,0.61
75, shocking video Why humans are so monsters?in #China Animal abuse is a daily sports of Chines without any empathy and sym,False,0,,2018-05-12 22:23:54,False,,995429388240891904,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,25,True,False,,,-0.7845,0.0,0.266,0.734
76, YES YES YES  ,False,0,,2018-05-12 22:23:46,False,,995429352031502336,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,4,True,False,,,0.7964,1.0,0.0,0.0
77," RT The screams and cries of innocent, terrified animals are real. No taste in the world is worth the suffering of anothe",False,0,,2018-05-08 23:44:01,False,,993999997233315840,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,74,True,False,,,-0.872,0.128,0.424,0.448
78, RT heartwarming Adorable bear cubs cross lake by hitching a ride on mothers back without fear for their lives!#BeKindToA,False,0,,2018-05-06 15:01:25,False,,993143702381088768,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,37,True,False,,,0.8489,0.366,0.0,0.634
79,       ,False,0,,2018-05-06 15:01:14,False,,993143656159817730,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,3,True,False,,,0.0,0.0,0.0,0.0
80," PLS RT TO #banbullfighting This Savage, bloodthirsty tradition must stop Only cowards will abuse and cruel treats poor a",False,0,,2018-05-01 03:36:38,False,,991159432254963715,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,77,True,False,,,-0.941,0.064,0.528,0.408
81,Big night ahead ... <U+0001F602><U+0001F602><U+0001F602><U+0001F602> #tgif ,False,347,,2018-04-27 21:50:10,False,,989985080348033025,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,25,False,False,,,0.5106,0.398,0.0,0.602
82," RT to stop this Live animals suffer hunger and thirst, covered with feces and urine and thousands of miles from #Austral",False,0,,2018-04-24 18:04:24,False,,988841100226920448,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,293,True,False,,,-0.7717,0.0,0.3,0.7
83, Arent u funny! Thank u brother,False,2,MarcoAndretti,2018-04-23 15:02:45,False,9.88259951012393e+17,988432998071582723,35117415.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,0,False,False,,,0.69,0.587,0.0,0.413
84, Thank u sweetheart !,False,2,KyleKalbfleisch,2018-04-23 15:02:31,False,9.882723504949699e+17,988432940450267142,26127056.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,0,False,False,,,0.7959,0.78,0.0,0.22
85, :) thank u,False,0,Darren800,2018-04-23 15:01:46,False,9.883804665113354e+17,988432748464373762,68943168.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,0,False,False,,,0.6705,0.846,0.0,0.154
86, Thanks !,False,1,PatRyciaMaRya1,2018-04-23 15:01:39,False,9.883887235188572e+17,988432719574024192,336609730.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,0,False,False,,,0.4926,0.761,0.0,0.239
87, Xoxoxo,False,0,sirm1199,2018-04-23 15:01:34,False,9.883895023254364e+17,988432700699693056,2603127685.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,0,False,False,,,0.0,0.0,0.0,1.0
88, Awe thanks !,False,1,Sal_LaBarbera,2018-04-23 15:01:29,False,9.884029628116378e+17,988432677144412163,204126681.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,0,False,False,,,0.4926,0.615,0.0,0.385
89, Thank u so much!,False,2,FamousBirthdays,2018-04-23 15:01:22,False,9.884025384781742e+17,988432648459636736,18788558.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,0,False,False,,,0.4199,0.482,0.0,0.518
90,Thanks my darling ! Cant wait to see u in la ! ,False,49,,2018-04-23 15:00:33,False,,988432444704649218,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,5,False,False,,,0.8065,0.421,0.0,0.579
91,Amazing time in Italy with  ,False,32,,2018-04-23 14:59:56,False,,988432287682281472,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,6,False,False,,,0.5859,0.487,0.0,0.513
92," Today is out my new project for  with  <U+0001F338>  interview, photo &amp; video <U+27A1> ",False,0,,2018-04-19 20:14:03,False,,987061787123159040,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,3,True,False,,,0.0,0.0,0.0,1.0
93, PLS  RT and SIGN HERE End sheep ship terror NOW these poor animals need our help now to end there their suffering  #BanL,False,0,,2018-04-19 20:14:02,False,,987061781645447168,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joannakrupa,21,True,False,,,-0.7066,0.146,0.297,0.557
